"APRT-201","APRT"
"AQP3-201","AQP3"
"AQP3-203","AQP3"
"AQP3-206","AQP3"
"AQP3-207","AQP3"
"AQR-201","AQR"
"ARAF-201","ARAF"
"ARAF-203","ARAF"
"ARAP1-201","ARAP1"
"ARAP1-202","ARAP1"
"ARAP1-203","ARAP1"
"ARAP1-204","ARAP1"
"ARAP1-205","ARAP1"
"ARAP1-207","ARAP1"
"ARAP1-209","ARAP1"
"ARCN1-201","ARCN1"
"ARF1-201","ARF1"
"ARF3-201","ARF3"
"ARF3-207","ARF3"
"ARF4-201","ARF4"
"ARF4-202","ARF4"
"ARF5-201","ARF5"
"ARF5-202","ARF5"
"ARF6-201","ARF6"
"ARFGAP1-201","ARFGAP1"
"ARFGAP1-202","ARFGAP1"
"ARFGAP1-203","ARFGAP1"
"ARFGAP1-206","ARFGAP1"
"ARFGAP1-212","ARFGAP1"
"ARFGAP1-220","ARFGAP1"
"ARFGAP1-221","ARFGAP1"
"ARFGAP2-202","ARFGAP2"
"ARFGAP2-205","ARFGAP2"
"ARFGAP3-201","ARFGAP3"
"ARFGAP3-203","ARFGAP3"
"ARFGEF1-201","ARFGEF1"
"ARFGEF1-203","ARFGEF1"
"ARFGEF1-207","ARFGEF1"
"ARFGEF2-201","ARFGEF2"
"ARFIP1-201","ARFIP1"
"ARFIP1-202","ARFIP1"
"ARFIP2-201","ARFIP2"
"ARFIP2-203","ARFIP2"
"ARFIP2-204","ARFIP2"
"ARFIP2-210","ARFIP2"
"ARFRP1-207","ARFRP1"
"ARFRP1-212","ARFRP1"
"ARGLU1-203","ARGLU1"
"ARHGAP1-201","ARHGAP1"
"ARHGAP11A-201","ARHGAP11A"
"ARHGAP11A-202","ARHGAP11A"
"ARHGAP12-201","ARHGAP12"
"ARHGAP12-202","ARHGAP12"
"ARHGAP12-203","ARHGAP12"
"ARHGAP12-204","ARHGAP12"
"ARHGAP12-205","ARHGAP12"
"ARHGAP12-206","ARHGAP12"
"ARHGAP15-201","ARHGAP15"
"ARHGAP17-201","ARHGAP17"
"ARHGAP17-202","ARHGAP17"
"ARHGAP19-201","ARHGAP19"
"ARHGAP19-202","ARHGAP19"
"ARHGAP19-204","ARHGAP19"
"ARHGAP19-SLIT1-202","ARHGAP19"
"ARHGAP21-202","ARHGAP21"
"ARHGAP21-203","ARHGAP21"
"ARHGAP21-207","ARHGAP21"
"ARHGAP21-218","ARHGAP21"
"ARHGAP21-220","ARHGAP21"
"ARHGAP24-201","ARHGAP24"
"ARHGAP25-201","ARHGAP25"
"ARHGAP25-202","ARHGAP25"
"ARHGAP25-203","ARHGAP25"
"ARHGAP25-207","ARHGAP25"
"ARHGAP25-209","ARHGAP25"
"ARHGAP25-217","ARHGAP25"
"ARHGAP27-212","ARHGAP27"
"ARHGAP30-201","ARHGAP30"
"ARHGAP32-201","ARHGAP32"
"ARHGAP32-203","ARHGAP32"
"ARHGAP32-204","ARHGAP32"
"ARHGAP35-201","ARHGAP35"
"ARHGAP4-201","ARHGAP4"
"ARHGAP4-202","ARHGAP4"
"ARHGAP4-203","ARHGAP4"
"ARHGAP4-204","ARHGAP4"
"ARHGAP44-201","ARHGAP44"
"ARHGAP44-202","ARHGAP44"
"ARHGAP44-203","ARHGAP44"
"ARHGAP44-209","ARHGAP44"
"ARHGAP45-201","ARHGAP45"
"ARHGAP9-223","ARHGAP9"
"ARHGDIA-201","ARHGDIA"
"ARHGDIB-201","ARHGDIB"
"ARHGEF1-201","ARHGEF1"
"ARHGEF1-202","ARHGEF1"
"ARHGEF1-203","ARHGEF1"
"ARHGEF1-219","ARHGEF1"
"ARHGEF18-201","ARHGEF18"
"ARHGEF18-202","ARHGEF18"
"ARHGEF18-203","ARHGEF18"
"ARHGEF18-206","ARHGEF18"
"ARHGEF2-201","ARHGEF2"
"ARHGEF2-202","ARHGEF2"
"ARHGEF2-203","ARHGEF2"
"ARHGEF2-206","ARHGEF2"
"ARHGEF2-208","ARHGEF2"
"ARHGEF2-220","ARHGEF2"
"ARHGEF6-201","ARHGEF6"
"ARHGEF7-201","ARHGEF7"
"ARHGEF7-204","ARHGEF7"
"ARHGEF7-220","ARHGEF7"
"ARID1A-201","ARID1A"
"ARID1B-202","ARID1B"
"ARID1B-203","ARID1B"
"ARID1B-205","ARID1B"
"ARID1B-210","ARID1B"
"ARID1B-212","ARID1B"
"ARID1B-220","ARID1B"
"ARID1B-223","ARID1B"
"ARID1B-230","ARID1B"
"ARID1B-232","ARID1B"
"ARID1B-236","ARID1B"
"ARID2-201","ARID2"
"ARID2-202","ARID2"
"ARID2-205","ARID2"
"ARID3A-201","ARID3A"
"ARID4A-201","ARID4A"
"ARID4A-202","ARID4A"
"ARID4A-203","ARID4A"
"ARID4B-201","ARID4B"
"ARID4B-202","ARID4B"
"ARID4B-204","ARID4B"
"ARID4B-205","ARID4B"
"ARID5B-201","ARID5B"
"ARID5B-202","ARID5B"
"ARIH1-201","ARIH1"
"ARIH2-201","ARIH2"
"ARL1-201","ARL1"
"ARL1-202","ARL1"
"ARL2-201","ARL2"
"ARL2BP-201","ARL2BP"
"ARL2BP-202","ARL2BP"
"ARL3-201","ARL3"
"ARL4C-201","ARL4C"
"ARL4C-202","ARL4C"
"ARL6IP4-201","ARL6IP4"
"ARL6IP4-207","ARL6IP4"
"ARL6IP4-208","ARL6IP4"
"ARL6IP4-210","ARL6IP4"
"ARL6IP4-211","ARL6IP4"
"ARL6IP4-220","ARL6IP4"
"ARL6IP5-201","ARL6IP5"
"ARL6IP5-203","ARL6IP5"
"ARL6IP5-204","ARL6IP5"
"ARL6IP5-205","ARL6IP5"
"ARL6IP6-201","ARL6IP6"
"ARL8A-201","ARL8A"
"ARL8B-201","ARL8B"
"ARMC1-201","ARMC1"
"ARMC10-202","ARMC10"
"ARMC10-203","ARMC10"
"ARMC10-204","ARMC10"
"ARMC10-205","ARMC10"
"ARMC10-207","ARMC10"
"ARMC10-208","ARMC10"
"ARMC10-209","ARMC10"
"ARMC10-211","ARMC10"
"ARMC5-201","ARMC5"
"ARMC5-202","ARMC5"
"ARMC5-203","ARMC5"
"ARMC5-206","ARMC5"
"ARMC6-201","ARMC6"
"ARMC6-203","ARMC6"
"ARMC8-201","ARMC8"
"ARMC8-205","ARMC8"
"ARMC8-210","ARMC8"
"ARMC8-213","ARMC8"
"ARMC8-217","ARMC8"
"ARMC8-218","ARMC8"
"ARMC8-220","ARMC8"
"ARMC8-221","ARMC8"
"ARMC8-223","ARMC8"
"ARMC9-201","ARMC9"
"ARMC9-214","ARMC9"
"ARMCX3-201","ARMCX3"
"ARMCX5-GPRASP2-211","ARMCX5"
"ARMH3-202","ARMH3"
"ARMT1-201","ARMT1"
"ARMT1-204","ARMT1"
"ARNT-201","ARNT"
"ARNT-202","ARNT"
"ARNT-208","ARNT"
"ARNT-212","ARNT"
"ARPC1A-201","ARPC1A"
"ARPC1B-204","ARPC1B"
"ARPC2-201","ARPC2"
"ARPC3-201","ARPC3"
"ARPC4-201","ARPC4"
"ARPC4-203","ARPC4"
"ARPC4-TTLL3-203","ARPC4"
"ARPC5-201","ARPC5"
"ARPC5-202","ARPC5"
"ARPC5L-201","ARPC5L"
"ARPP19-201","ARPP19"
"ARPP21-201","ARPP21"
"ARPP21-207","ARPP21"
"ARPP21-210","ARPP21"
"ARPP21-212","ARPP21"
"ARPP21-221","ARPP21"
"ARPP21-222","ARPP21"
"ARRB1-202","ARRB1"
"ARRB2-201","ARRB2"
"ARRB2-204","ARRB2"
"ASB3-201","ASB3"
"ASB3-202","ASB3"
"ASB3-203","ASB3"
"ASCC1-201","ASCC1"
"ASCC1-202","ASCC1"
"ASCC1-203","ASCC1"
"ASCC1-207","ASCC1"
"ASCC1-210","ASCC1"
"ASCC1-216","ASCC1"
"ASCC1-220","ASCC1"
"ASCC1-221","ASCC1"
